"Type-Algorithm","Time","Comparisons","Assignments","Array-Size"
"Shell-sort","95000","2260","3138","234"
"Merge-sort","67000","768","3700","234"
"Cocktail-sort","334000","20993","35056","234"
"Shell-sort","29000","2296","3178","235"
"Merge-sort","54000","771","3718","235"
"Cocktail-sort","228000","20048","31485","235"
"Shell-sort","32000","2371","3257","236"
"Merge-sort","62000","755","3736","236"
"Cocktail-sort","354000","20527","33016","236"
"Shell-sort","35000","2400","3290","237"
"Merge-sort","65000","772","3754","237"
"Cocktail-sort","307000","20272","32926","237"
"Shell-sort","98000","2390","3284","238"
"Merge-sort","69000","786","3772","238"
"Cocktail-sort","303000","20880","34376","238"
"Shell-sort","38000","2566","3464","239"
"Merge-sort","67000","791","3790","239"
"Cocktail-sort","311000","21240","32341","239"
"Shell-sort","36000","2402","3304","240"
"Merge-sort","65000","762","3808","240"
"Cocktail-sort","240000","22072","36082","240"
"Shell-sort","72000","2497","3403","241"
"Merge-sort","65000","789","3826","241"
"Cocktail-sort","335000","22196","35464","241"
"Shell-sort","37000","2474","3384","242"
"Merge-sort","67000","786","3844","242"
"Cocktail-sort","267000","21961","34645","242"
"Shell-sort","37000","2480","3394","243"
"Merge-sort","65000","773","3862","243"
"Cocktail-sort","372000","22562","36053","243"
"Shell-sort","38000","2619","3537","244"
"Merge-sort","65000","800","3880","244"
"Cocktail-sort","352000","23936","38980","244"
"Shell-sort","102000","2394","3316","245"
"Merge-sort","68000","798","3898","245"
"Cocktail-sort","443000","22074","36025","245"
"Shell-sort","36000","2531","3457","246"
"Merge-sort","66000","800","3916","246"
"Cocktail-sort","96000","23873","39082","246"
"Shell-sort","36000","2430","3360","247"
"Merge-sort","65000","812","3934","247"
"Cocktail-sort","94000","25302","39729","247"
"Shell-sort","72000","2405","3339","248"
"Merge-sort","65000","822","3952","248"
"Cocktail-sort","87000","24139","39826","248"
"Shell-sort","36000","2498","3436","249"
"Merge-sort","64000","842","3970","249"
"Cocktail-sort","81000","22420","36718","249"
"Shell-sort","38000","2612","3554","250"
"Merge-sort","78000","808","3988","250"
"Cocktail-sort","93000","25945","41991","250"
"Shell-sort","37000","2583","3529","251"
"Merge-sort","67000","827","4006","251"
"Cocktail-sort","87000","23436","40297","251"
"Shell-sort","103000","2743","3693","252"
"Merge-sort","65000","842","4024","252"
"Cocktail-sort","86000","25139","41064","252"
"Shell-sort","37000","2541","3495","253"
"Merge-sort","89000","828","4042","253"
"Cocktail-sort","89000","24562","38467","253"
"Shell-sort","39000","2697","3655","254"
"Merge-sort","69000","859","4060","254"
"Cocktail-sort","96000","26745","42004","254"
"Shell-sort","89000","2443","3405","255"
"Merge-sort","69000","837","4078","255"
"Cocktail-sort","95000","25312","39788","255"
"Shell-sort","40000","2581","3547","256"
"Merge-sort","68000","873","4096","256"
"Cocktail-sort","93000","24056","37937","256"
"Shell-sort","40000","2770","3740","257"
"Merge-sort","70000","872","4116","257"
"Cocktail-sort","94000","25086","41568","257"
"Shell-sort","77000","2632","3606","258"
"Merge-sort","73000","851","4136","258"
"Cocktail-sort","92000","25217","42913","258"
"Shell-sort","40000","2736","3714","259"
"Merge-sort","71000","900","4156","259"
"Cocktail-sort","96000","25976","43640","259"
"Shell-sort","38000","2616","3598","260"
"Merge-sort","69000","867","4176","260"
"Cocktail-sort","93000","26838","43351","260"
"Shell-sort","77000","2816","3802","261"
"Merge-sort","69000","880","4196","261"
"Cocktail-sort","101000","28228","48097","261"
"Shell-sort","40000","2757","3747","262"
"Merge-sort","71000","867","4216","262"
"Cocktail-sort","93000","26130","44577","262"
"Shell-sort","38000","2605","3599","263"
"Merge-sort","73000","876","4236","263"
"Cocktail-sort","99000","27264","44484","263"
"Shell-sort","23000","2681","3679","264"
"Merge-sort","69000","889","4256","264"
"Cocktail-sort","93000","26398","43295","264"
"Shell-sort","20000","2715","3717","265"
"Merge-sort","76000","892","4276","265"
"Cocktail-sort","99000","26792","43394","265"
"Shell-sort","17000","2802","3808","266"
"Merge-sort","68000","905","4296","266"
"Cocktail-sort","100000","27313","44704","266"
"Shell-sort","17000","2762","3772","267"
"Merge-sort","75000","902","4316","267"
"Cocktail-sort","106000","28682","46042","267"
"Shell-sort","18000","2804","3818","268"
"Merge-sort","76000","887","4336","268"
"Cocktail-sort","98000","26527","44607","268"
"Shell-sort","15000","2744","3762","269"
"Merge-sort","71000","902","4356","269"
"Cocktail-sort","98000","27860","46308","269"
"Shell-sort","17000","2742","3764","270"
"Merge-sort","69000","910","4376","270"
"Cocktail-sort","109000","26928","44841","270"
"Shell-sort","18000","2806","3832","271"
"Merge-sort","68000","910","4396","271"
"Cocktail-sort","103000","29032","47411","271"
"Shell-sort","17000","2639","3669","272"
"Merge-sort","75000","914","4416","272"
"Cocktail-sort","101000","27607","45490","272"
"Shell-sort","17000","2699","3733","273"
"Merge-sort","70000","921","4436","273"
"Cocktail-sort","98000","28152","44485","273"
"Shell-sort","18000","2900","3938","274"
"Merge-sort","76000","893","4456","274"
"Cocktail-sort","100000","28290","47265","274"
"Shell-sort","18000","2762","3804","275"
"Merge-sort","75000","920","4476","275"
"Cocktail-sort","104000","29100","47308","275"
"Shell-sort","18000","2899","3945","276"
"Merge-sort","77000","922","4496","276"
"Cocktail-sort","104000","28427","45589","276"
"Shell-sort","19000","2863","3913","277"
"Merge-sort","78000","914","4516","277"
"Cocktail-sort","111000","28842","47377","277"
"Shell-sort","18000","2924","3978","278"
"Merge-sort","80000","935","4536","278"
"Cocktail-sort","109000","29664","47651","278"
"Shell-sort","18000","2983","4041","279"
"Merge-sort","75000","950","4556","279"
"Cocktail-sort","110000","29672","48357","279"
"Shell-sort","19000","3187","4249","280"
"Merge-sort","75000","945","4576","280"
"Cocktail-sort","114000","31262","49566","280"
"Shell-sort","19000","3150","4216","281"
"Merge-sort","72000","923","4596","281"
"Cocktail-sort","101000","30900","51341","281"
"Shell-sort","17000","2820","3890","282"
"Merge-sort","75000","937","4616","282"
"Cocktail-sort","104000","30917","50862","282"
"Shell-sort","18000","2855","3929","283"
"Merge-sort","74000","923","4636","283"
"Cocktail-sort","102000","29532","46810","283"
"Shell-sort","17000","2932","4010","284"
"Merge-sort","74000","957","4656","284"
"Cocktail-sort","105000","31215","50554","284"
"Shell-sort","17000","2891","3973","285"
"Merge-sort","78000","952","4676","285"
"Cocktail-sort","108000","30530","47251","285"
"Shell-sort","19000","3148","4234","286"
"Merge-sort","74000","980","4696","286"
"Cocktail-sort","109000","30673","50627","286"
"Shell-sort","18000","3213","4303","287"
"Merge-sort","78000","934","4716","287"
"Cocktail-sort","111000","32734","53697","287"
"Shell-sort","19000","2953","4047","288"
"Merge-sort","76000","986","4736","288"
"Cocktail-sort","126000","31390","51813","288"
"Shell-sort","19000","2975","4073","289"
"Merge-sort","77000","963","4756","289"
"Cocktail-sort","109000","30360","50149","289"
"Shell-sort","18000","2963","4065","290"
"Merge-sort","83000","963","4776","290"
"Cocktail-sort","112000","32389","51291","290"
"Shell-sort","19000","3256","4362","291"
"Merge-sort","75000","983","4796","291"
"Cocktail-sort","115000","32400","53004","291"
"Shell-sort","19000","3219","4329","292"
"Merge-sort","82000","996","4816","292"
"Cocktail-sort","123000","34051","56240","292"
"Shell-sort","19000","3034","4148","293"
"Merge-sort","81000","995","4836","293"
"Cocktail-sort","115000","31066","49757","293"
"Shell-sort","19000","3331","4449","294"
"Merge-sort","82000","1002","4856","294"
"Cocktail-sort","118000","32560","53633","294"
"Shell-sort","20000","3227","4349","295"
"Merge-sort","81000","1003","4876","295"
"Cocktail-sort","117000","32708","52470","295"
"Shell-sort","20000","3218","4344","296"
"Merge-sort","82000","987","4896","296"
"Cocktail-sort","116000","33003","54642","296"
"Shell-sort","20000","3143","4273","297"
"Merge-sort","86000","991","4916","297"
"Cocktail-sort","124000","34582","52790","297"
"Shell-sort","21000","3299","4433","298"
"Merge-sort","81000","1013","4936","298"
"Cocktail-sort","127000","36464","55911","298"
"Shell-sort","19000","3029","4167","299"
"Merge-sort","85000","1014","4956","299"
"Cocktail-sort","124000","34760","56850","299"
"Shell-sort","21000","3396","4538","300"
"Merge-sort","85000","998","4976","300"
"Cocktail-sort","127000","35887","59407","300"
"Shell-sort","20000","3278","4424","301"
"Merge-sort","85000","990","4996","301"
"Cocktail-sort","130000","35218","58100","301"
"Shell-sort","20000","3216","4366","302"
"Merge-sort","82000","1020","5016","302"
"Cocktail-sort","123000","34201","55325","302"
"Shell-sort","20000","3404","4558","303"
"Merge-sort","85000","1033","5036","303"
"Cocktail-sort","120000","34504","55929","303"
"Shell-sort","20000","3309","4467","304"
"Merge-sort","79000","1034","5056","304"
"Cocktail-sort","129000","36126","59037","304"
"Shell-sort","19000","3241","4403","305"
"Merge-sort","83000","1024","5076","305"
"Cocktail-sort","132000","36990","58445","305"
"Shell-sort","20000","3237","4403","306"
"Merge-sort","88000","1048","5096","306"
"Cocktail-sort","130000","36877","60870","306"
"Shell-sort","20000","3353","4523","307"
"Merge-sort","86000","1040","5116","307"
"Cocktail-sort","131000","37324","60226","307"
"Shell-sort","21000","3367","4541","308"
"Merge-sort","84000","1045","5136","308"
"Cocktail-sort","127000","36919","59686","308"
"Shell-sort","19000","3435","4613","309"
"Merge-sort","83000","1058","5156","309"
"Cocktail-sort","136000","38762","61982","309"
"Shell-sort","19000","3202","4384","310"
"Merge-sort","81000","1034","5176","310"
"Cocktail-sort","124000","34765","57607","310"
"Shell-sort","20000","3435","4621","311"
"Merge-sort","86000","1068","5196","311"
"Cocktail-sort","130000","35560","58309","311"
"Shell-sort","20000","3288","4478","312"
"Merge-sort","82000","1056","5216","312"
"Cocktail-sort","134000","36967","58959","312"
"Shell-sort","21000","3385","4579","313"
"Merge-sort","90000","1075","5236","313"
"Cocktail-sort","141000","39872","68150","313"
"Shell-sort","22000","3523","4721","314"
"Merge-sort","94000","1082","5256","314"
"Cocktail-sort","141000","38930","65308","314"
"Shell-sort","21000","3592","4794","315"
"Merge-sort","90000","1098","5276","315"
"Cocktail-sort","137000","39100","60670","315"
"Shell-sort","21000","3775","4981","316"
"Merge-sort","91000","1091","5296","316"
"Cocktail-sort","138000","38976","63906","316"
"Shell-sort","21000","3499","4709","317"
"Merge-sort","86000","1082","5316","317"
"Cocktail-sort","136000","38692","63734","317"
"Shell-sort","21000","3531","4745","318"
"Merge-sort","85000","1083","5336","318"
"Cocktail-sort","139000","39610","64077","318"
"Shell-sort","18000","3597","4815","319"
"Merge-sort","83000","1087","5356","319"
"Cocktail-sort","130000","38398","61351","319"
"Shell-sort","19000","3469","4691","320"
"Merge-sort","78000","1115","5376","320"
"Cocktail-sort","137000","38239","59837","320"
"Shell-sort","20000","3548","4774","321"
"Merge-sort","86000","1118","5396","321"
"Cocktail-sort","134000","37240","62421","321"
"Shell-sort","21000","3418","4648","322"
"Merge-sort","89000","1123","5416","322"
"Cocktail-sort","133000","39829","64603","322"
"Shell-sort","21000","3589","4823","323"
"Merge-sort","87000","1123","5436","323"
"Cocktail-sort","139000","40306","66643","323"
"Shell-sort","22000","3651","4889","324"
"Merge-sort","90000","1130","5456","324"
"Cocktail-sort","138000","40783","64558","324"
"Shell-sort","22000","3519","4761","325"
"Merge-sort","93000","1108","5476","325"
"Cocktail-sort","148000","41562","67883","325"
"Shell-sort","22000","3987","5233","326"
"Merge-sort","89000","1107","5496","326"
"Cocktail-sort","145000","39853","66677","326"
"Shell-sort","22000","3619","4869","327"
"Merge-sort","97000","1125","5516","327"
"Cocktail-sort","148000","42214","68962","327"
"Shell-sort","23000","3834","5088","328"
"Merge-sort","95000","1126","5536","328"
"Cocktail-sort","140000","39342","64320","328"
"Shell-sort","22000","3518","4776","329"
"Merge-sort","92000","1139","5556","329"
"Cocktail-sort","150000","40672","66879","329"
"Shell-sort","22000","3770","5032","330"
"Merge-sort","93000","1154","5576","330"
"Cocktail-sort","144000","41489","65597","330"
"Shell-sort","23000","3580","4846","331"
"Merge-sort","93000","1164","5596","331"
"Cocktail-sort","146000","40668","65202","331"
"Shell-sort","22000","3601","4871","332"
"Merge-sort","93000","1169","5616","332"
"Cocktail-sort","153000","43711","73108","332"
"Shell-sort","22000","3573","4847","333"
"Merge-sort","94000","1139","5636","333"
"Cocktail-sort","153000","42804","72067","333"
"Shell-sort","22000","3693","4971","334"
"Merge-sort","95000","1135","5656","334"
"Cocktail-sort","163000","42656","70528","334"
"Shell-sort","23000","3966","5248","335"
"Merge-sort","90000","1172","5676","335"
"Cocktail-sort","147000","42334","68919","335"
"Shell-sort","23000","3963","5249","336"
"Merge-sort","89000","1167","5696","336"
"Cocktail-sort","136000","40248","66508","336"
"Shell-sort","21000","4049","5339","337"
"Merge-sort","93000","1177","5716","337"
"Cocktail-sort","156000","44926","72787","337"
"Shell-sort","23000","4072","5366","338"
"Merge-sort","94000","1165","5736","338"
"Cocktail-sort","159000","44954","74469","338"
"Shell-sort","22000","3679","4977","339"
"Merge-sort","104000","1182","5756","339"
"Cocktail-sort","141000","42668","69231","339"
"Shell-sort","22000","3729","5031","340"
"Merge-sort","95000","1184","5776","340"
"Cocktail-sort","150000","45318","73153","340"
"Shell-sort","21000","3747","5053","341"
"Merge-sort","86000","1181","5796","341"
"Cocktail-sort","146000","42828","71246","341"
"Shell-sort","21000","3942","5252","342"
"Merge-sort","89000","1185","5816","342"
"Cocktail-sort","160000","44869","74886","342"
"Shell-sort","23000","3793","5107","343"
"Merge-sort","103000","1201","5836","343"
"Cocktail-sort","156000","45376","71120","343"
"Shell-sort","24000","3928","5246","344"
"Merge-sort","100000","1216","5856","344"
"Cocktail-sort","158000","44376","72514","344"
"Shell-sort","24000","4173","5495","345"
"Merge-sort","96000","1206","5876","345"
"Cocktail-sort","162000","47188","75068","345"
"Shell-sort","23000","3969","5295","346"
"Merge-sort","101000","1206","5896","346"
"Cocktail-sort","163000","46736","78843","346"
"Shell-sort","23000","4008","5338","347"
"Merge-sort","98000","1179","5916","347"
"Cocktail-sort","163000","47564","76817","347"
"Shell-sort","22000","3921","5255","348"
"Merge-sort","99000","1206","5936","348"
"Cocktail-sort","173000","47911","79204","348"
"Shell-sort","24000","4024","5362","349"
"Merge-sort","87000","1222","5956","349"
"Cocktail-sort","149000","45412","74680","349"
"Shell-sort","21000","3853","5195","350"
"Merge-sort","84000","1204","5976","350"
"Cocktail-sort","154000","48450","79052","350"
"Shell-sort","23000","4064","5410","351"
"Merge-sort","106000","1214","5996","351"
"Cocktail-sort","166000","49588","80516","351"
"Shell-sort","23000","4100","5450","352"
"Merge-sort","101000","1247","6016","352"
"Cocktail-sort","163000","48504","78587","352"
"Shell-sort","23000","4051","5405","353"
"Merge-sort","96000","1228","6036","353"
"Cocktail-sort","161000","47340","75458","353"
"Shell-sort","23000","3893","5251","354"
"Merge-sort","106000","1240","6056","354"
"Cocktail-sort","170000","49373","79409","354"
"Shell-sort","23000","4010","5372","355"
"Merge-sort","97000","1265","6076","355"
"Cocktail-sort","170000","48562","80611","355"
"Shell-sort","24000","3873","5239","356"
"Merge-sort","105000","1249","6096","356"
"Cocktail-sort","158000","46255","72647","356"
"Shell-sort","24000","3871","5241","357"
"Merge-sort","106000","1260","6116","357"
"Cocktail-sort","164000","46980","76596","357"
"Shell-sort","24000","3911","5285","358"
"Merge-sort","101000","1264","6136","358"
"Cocktail-sort","170000","46597","77063","358"
"Shell-sort","25000","4246","5624","359"
"Merge-sort","105000","1257","6156","359"
"Cocktail-sort","179000","52888","87342","359"
"Shell-sort","24000","3856","5238","360"
"Merge-sort","113000","1256","6176","360"
"Cocktail-sort","170000","48419","77471","360"
